,날짜,오이가격,평균기온,최고기온,최저기온,강수량,일조시간,일사량,습도,거래량(톤),고급휘발유,보통휘발유,자동차용경유,소비자물가,농축수산물,공업제품,집세,공공서비스,개인서비스,근원물가,생활물가
1135,2021-08-19,8924.0,23.815625,28.57125,20.314375,26.76363636,5.9325,17.22666667,77.16625,40.66666667,1880.85,1646.4,1441.01,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1136,2021-08-20,9024.0,24.964375,29.865,20.419375,4.033333333,8.141875,20.12666667,77.41875,40.05333333,1880.48,1645.98,1440.55,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1137,2021-08-23,9021.0,22.985625,25.206875,21.39875,180.65,0.635,4.655,93.295625,40.445,1879.87,1645.14,1439.71,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1138,2021-08-24,9035.0,24.46,27.433125,21.893125,163.7,0.655384615,5.523571429,92.63,38.09333333,1879.82,1644.81,1439.35,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1139,2021-08-25,9122.0,24.2825,26.618125,22.556875,89.58125,0.813125,7.482,93.221875,37.82166667,1879.69,1644.52,1439.06,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1140,2021-08-26,9624.0,25.465,29.80625,22.120625,5.557142857,5.364375,16.078,83.8425,37.11333333,1879.01,1644.28,1438.88,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1141,2021-08-27,9664.0,23.186875,26.81875,20.744375,64.11875,3.146363636,8.489285714,89.885625,37.01166667,1878.65,1644.07,1438.62,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1142,2021-08-30,9918.0,24.09375,28.17375,21.3625,4.93,3.29375,13.37733333,83.631875,38.01666667,1878.81,1643.66,1438.21,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1143,2021-08-31,10024.0,23.358125,27.26625,20.75375,76.37692308,3.451666667,10.90666667,87.566875,34.535,1878.58,1643.51,1438.06,2.6,5.6,2.9,1.5,0.5,2.8,1.9,3.3
1144,2021-09-01,10272.0,22.790625,25.875,20.3875,159.80625,0.816428571,6.417333333,90.595625,33.11166667,1878.24,1643.23,1437.74,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1145,2021-09-02,10385.0,22.0925,25.053125,19.959375,20.26153846,2.223333333,10.034,84.17375,31.52,1878.01,1642.98,1437.55,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1146,2021-09-03,10389.0,22.279375,26.350625,19.375,19.83636364,5.6425,15.826,80.29,30.40666667,1877.52,1642.68,1437.28,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1147,2021-09-06,10702.0,21.518125,24.769375,18.7875,40.53125,1.309285714,8.598,81.7025,30.18,1877.11,1642.44,1436.91,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1148,2021-09-07,10675.0,21.585625,24.40125,19.248125,54.01333333,0.794285714,5.301333333,91.825,28.4,1876.84,1642.25,1436.72,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1149,2021-09-08,10721.0,22.465625,27.034375,19.231875,5.0875,6.399375,17.594,81.095,28.75166667,1876.67,1642.09,1436.52,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1150,2021-09-09,11421.0,22.455625,27.93,17.9975,0.1,6.75625,18.22466667,81.529375,29.595,1876.8,1642.03,1436.39,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1151,2021-09-10,11126.0,22.36375,26.479375,19.450625,10.82857143,3.370625,11.70133333,85.09625,31.21,1876.75,1641.97,1436.39,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1152,2021-09-13,10976.0,23.165625,27.153125,20.00375,31.35,4.314666667,13.932,75.255,38.87333333,1876.73,1641.88,1436.28,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1153,2021-09-14,11421.0,22.371875,25.6,19.48875,70.2625,4.8125,11.42933333,76.89875,39.355,1876.36,1641.78,1436.17,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1154,2021-09-15,11423.0,22.629375,27.225625,19.044375,15.16,8.810625,19.10533333,66.35625,42.11333333,1876.35,1641.79,1436.25,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1155,2021-09-16,9729.0,21.79,25.770625,17.385625,25.61111111,5.787333333,13.52866667,74.394375,44.32666667,1876.23,1641.83,1436.29,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1156,2021-09-17,9491.0,21.1675,24.543125,18.73625,98.79285714,3.683846154,9.882,82.80375,46.03833333,1876.38,1642.07,1436.52,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1157,2021-09-23,8577.0,20.7975,25.984375,16.631875,0.0,9.055625,18.46066667,70.800625,37.19833333,1876.71,1642.8,1437.21,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1158,2021-09-24,8519.0,20.428125,26.066875,15.426875,21.85,8.101875,17.04,76.384375,48.47333333,1878.18,1643.19,1437.73,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1159,2021-09-27,8308.0,21.140625,25.429375,17.845625,0.677777778,4.294375,13.51666667,74.335625,55.88833333,1879.63,1643.93,1438.49,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1160,2021-09-28,8060.0,21.4425,24.931875,18.9875,4.15,1.4325,9.260666667,81.505625,63.23166667,1880.6,1644.44,1439.03,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1161,2021-09-29,8067.0,21.7125,24.830625,19.405,94.2,1.679166667,5.697333333,93.523125,57.76166667,1881.53,1645.12,1439.76,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1162,2021-09-30,7244.0,21.125,26.593125,17.41375,26.4,7.39,16.39071429,84.218125,53.20833333,1882.12,1645.99,1440.85,2.4,3.1,3.0,1.7,0.7,2.7,2.0,3.1
1163,2021-10-01,7128.0,20.829375,27.109375,16.34,10.56666667,8.929375,17.42066667,81.691875,49.89,1885.66,1648.21,1443.14,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1164,2021-10-05,7117.0,23.1175,28.345,19.19875,46.6,7.89375,15.732,80.630625,34.4,1888.63,1652.92,1448.18,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1165,2021-10-06,7145.0,21.095,25.2825,18.158125,36.97142857,5.68375,11.95866667,85.09875,33.27166667,1891.84,1656.81,1452.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1166,2021-10-07,7969.0,19.06125,25.07,17.895625,11.21111111,4.942666667,10.49466667,85.3125,31.89666667,1895.49,1661.16,1456.8,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1167,2021-10-08,8020.0,20.59,23.201875,18.660625,10.01666667,2.094545455,6.851333333,89.34125,31.06666667,1904.09,1667.13,1462.87,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1168,2021-10-12,8072.0,17.14125,19.083125,15.635625,20.77692308,2.735714286,5.048,84.56375,26.84666667,1914.22,1685.07,1481.2,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1169,2021-10-13,7931.0,18.97375,23.368125,15.55875,1.171428571,4.08,11.98642857,79.7725,25.54833333,1921.65,1693.57,1490.26,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1170,2021-10-14,8053.0,19.78875,25.1175,15.865,0.0,7.906875,14.93466667,80.243125,23.60666667,1928.23,1700.95,1498.15,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1171,2021-10-15,8058.0,18.896875,22.823125,16.14,35.49166667,2.766875,8.6,82.868125,22.17333333,1935.0,1709.17,1506.65,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1172,2021-10-18,8262.0,9.806875,16.960625,2.5975,6.55,8.67375,16.13,62.3625,20.595,1944.88,1725.89,1523.77,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1173,2021-10-19,8656.0,11.468125,17.15625,7.34125,16.03333333,6.189375,12.264,71.06625,17.49333333,1950.35,1732.45,1530.43,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1174,2021-10-20,8944.0,9.785,15.981875,5.113125,2.75,7.695,14.67266667,69.683125,16.175,1957.08,1739.15,1537.28,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1175,2021-10-21,10593.0,10.20625,16.089375,5.46875,3.016666667,6.888,12.266,75.286875,14.575,1961.29,1743.99,1542.25,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1176,2021-10-22,10217.0,10.805625,17.0875,5.66,21.96666667,8.910625,15.17266667,66.8625,13.21333333,1965.56,1748.7,1547.04,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1177,2021-10-25,10427.0,11.913125,18.97,6.6375,0.0,9.159375,15.23466667,71.20375,12.035,1974.34,1758.42,1556.69,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1178,2021-10-26,10396.0,12.350625,19.32625,6.35,0.0,9.043125,14.27,71.0825,11.335,1977.99,1762.66,1560.93,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1179,2021-10-27,10199.0,13.613125,19.9425,8.848125,7.3,8.639375,14.09133333,65.805,11.64,1984.51,1766.7,1564.79,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1180,2021-10-28,13406.0,12.6425,20.104375,6.238125,0.0,9.430625,15.70333333,62.56875,12.34333333,1990.71,1770.89,1568.88,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1181,2021-10-29,13497.0,13.505,19.829375,8.51625,0.0,7.8625,13.49066667,65.969375,12.60833333,1993.84,1774.44,1572.22,3.2,0.5,3.8,1.7,6.1,2.7,2.8,4.6
1182,2021-11-01,13503.0,13.469375,19.228125,9.340625,0.0,7.121875,11.82866667,73.46375,14.73833333,2003.03,1784.53,1582.01,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1183,2021-11-02,13579.0,11.834375,17.455,7.55125,7.9,7.24125,12.26733333,72.66625,14.35,2005.13,1788.16,1585.36,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1184,2021-11-03,13352.0,11.805,18.09125,6.684375,1.133333333,8.009375,13.14,72.593125,13.75,2008.6,1791.29,1588.34,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1185,2021-11-04,12055.0,12.506875,19.18,7.60125,2.8,7.6575,11.728,74.081875,13.715,2014.46,1794.95,1591.63,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1186,2021-11-05,11962.0,12.701875,19.599375,7.150625,0.2,6.55875,10.932,72.36125,15.776,2017.61,1797.95,1594.42,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1187,2021-11-08,10872.0,10.81625,17.404375,6.580625,98.4125,0.718125,2.961333333,77.966875,13.52666667,2021.26,1805.18,1600.87,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1188,2021-11-09,10651.0,7.666875,10.738125,5.2475,12.90769231,2.725333333,6.366666667,71.856875,11.94333333,2022.37,1807.47,1602.98,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1189,2021-11-10,10942.0,6.96625,9.806875,4.2,18.16923077,2.745,6.492666667,74.79875,11.47,2023.68,1809.12,1604.52,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1190,2021-11-11,11178.0,7.555625,11.588125,4.314375,7.609090909,5.011875,8.702,67.555625,11.29333333,2023.92,1810.16,1605.64,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1191,2021-11-12,11223.0,6.3225,10.258125,3.053125,6.0875,6.08875,9.720666667,65.451875,10.83833333,1943.95,1767.74,1575.03,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1192,2021-11-15,11380.0,9.7975,16.539375,4.9,0.0,7.81375,11.50866667,72.324375,9.956666667,1920.72,1724.87,1542.16,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1193,2021-11-16,11507.0,9.03875,15.669375,4.449375,0.0,8.169375,11.39,65.4825,10.694,1914.06,1711.92,1531.96,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1194,2021-11-17,11656.0,8.395625,14.7925,2.54375,0.0,8.364375,12.09,63.549375,10.624,1909.54,1704.62,1526.24,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1195,2021-11-18,12213.0,10.735625,16.87125,5.055,0.8,6.52,9.506666667,71.041875,10.67,1905.72,1699.1,1521.82,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1196,2021-11-19,12340.0,11.785,17.924375,6.545625,0.0,6.366875,9.702666667,77.57625,10.578,1903.27,1695.39,1518.74,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1197,2021-11-22,12362.0,6.160625,12.096875,2.02,12.11538462,3.63125,7.433333333,63.125,12.964,1899.77,1688.88,1513.22,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1198,2021-11-23,12415.0,3.028125,5.869375,0.1025,8.7625,4.696875,7.608666667,64.356875,13.27,1898.46,1687.02,1511.62,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1199,2021-11-24,12375.0,6.53125,11.56875,1.574375,2.416666667,6.065625,9.261333333,62.746875,13.224,1897.32,1685.6,1510.35,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1200,2021-11-25,12892.0,7.073125,14.179375,3.574375,0.38,7.82875,10.53,60.39375,13.574,1896.09,1684.46,1509.16,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1201,2021-11-26,12913.0,5.68,11.063125,1.393125,0.0,8.033125,11.11733333,55.961875,13.374,1894.56,1683.16,1508.23,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1202,2021-11-29,12950.0,7.616875,14.96625,1.203125,0.7,7.28625,10.08666667,64.6475,14.808,1891.82,1679.52,1504.95,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1203,2021-11-30,12823.0,7.238125,11.535,2.919375,98.13125,0.37125,1.261333333,80.809375,13.818,1892.07,1678.25,1503.76,3.8,7.6,5.2,1.9,1.2,3.0,2.4,5.2
1204,2021-12-01,12738.0,1.589375,4.31125,-1.3925,4.883333333,6.64625,9.496666667,53.255625,16.288,1889.99,1675.88,1501.52,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1205,2021-12-02,12795.0,2.716875,7.669375,-2.8075,0.98,6.225,9.234,61.99375,19.708,1888.38,1673.98,1499.73,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1206,2021-12-06,12763.0,6.061875,13.2475,0.428125,0.8,6.838125,9.476,72.64625,44.365,1884.99,1667.87,1493.43,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1207,2021-12-07,12786.0,6.91625,13.3125,1.934375,11.65,7.816875,9.728666667,71.18,47.2975,1883.22,1664.87,1489.98,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1208,2021-12-08,12767.0,6.405625,13.189375,1.654375,0.0,7.93875,10.60066667,73.200625,51.4325,1881.65,1662.05,1486.87,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1209,2021-12-09,12677.0,6.93875,12.216875,1.878125,0.4,3.136875,6.427333333,75.891875,53.13,1878.97,1659.45,1483.64,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1210,2021-12-10,12657.0,8.201875,12.59,4.475625,3.0,3.228571429,5.074,82.711875,50.36,1876.76,1656.65,1480.84,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1211,2021-12-13,12517.0,-0.951875,4.603125,-4.030625,0.0,8.44875,10.59533333,45.699375,44.9125,1873.73,1651.59,1475.23,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1212,2021-12-14,12508.0,3.435,8.66625,-2.608125,2.028571429,5.452666667,8.122857143,62.686875,34.76,1872.38,1649.23,1472.46,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1213,2021-12-15,12459.0,7.23375,12.7875,2.705,4.14,4.451875,6.752666667,78.49625,30.08,1870.76,1646.71,1469.52,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1214,2021-12-16,10865.0,6.641875,10.439375,3.615,9.833333333,1.843125,4.89,81.521875,26.4,1869.18,1643.44,1466.11,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1215,2021-12-17,10833.0,-1.01125,6.635,-6.505,6.928571429,5.991875,8.183333333,52.993125,21.635,1868.0,1641.08,1463.39,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1216,2021-12-20,10833.0,5.790625,11.5875,-0.821875,0.1,5.881875,8.272666667,68.533125,23.03,1865.79,1636.81,1458.47,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1217,2021-12-21,10805.0,6.8125,12.899375,1.73,0.0,6.759375,8.718666667,69.6975,20.0825,1864.53,1634.46,1455.64,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1218,2021-12-22,10785.0,3.9425,10.911875,-0.936875,9.5,8.47625,10.65333333,56.3625,26.22,1863.72,1632.31,1453.08,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1219,2021-12-23,11226.0,3.590625,10.5375,-1.694375,5.0,8.041875,9.844666667,55.820625,26.29333333,1862.86,1630.71,1451.15,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1220,2021-12-24,11322.0,2.971875,8.570625,-1.799375,16.88,2.096666667,4.775333333,64.995,25.14333333,1862.83,1629.16,1449.37,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1221,2021-12-27,11313.0,-3.880625,0.9,-9.934375,1.442857143,6.0575,8.429333333,59.085,27.68,1862.0,1627.07,1446.92,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1222,2021-12-28,11362.0,0.57625,5.155,-3.929375,0.3,3.645,6.132,70.05125,25.14333333,1861.44,1626.06,1445.68,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1223,2021-12-29,11312.0,3.170625,8.295,-1.60625,0.842857143,3.244375,6.542,66.22875,25.08,1861.28,1625.31,1444.7,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1224,2021-12-30,11733.0,-0.071875,3.386875,-2.779375,7.071428571,6.67875,8.766,51.783125,25.22,1860.68,1624.93,1444.0,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
1225,2021-12-31,11786.0,-3.25625,0.5325,-6.17875,7.05,7.969375,10.574,43.37625,25.68666667,1859.91,1624.47,1443.58,3.7,7.8,4.7,2.0,0.9,3.4,2.7,4.6
